<<<<<<< HEAD
DILIST_ID,CompoundName,DILIst Classification,Routs of Administration,SMILES,NEW SMILES
747,ondansetron,1,Oral,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
748,ofloxacin,1,Oral,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
749,diphenoxylate,0,Oral,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4
750,oxacillin,1,Intravenous,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
751,ambenonium,0,Oral,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl
752,papaverine,1,Intravenous,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
753,penbutolol,0,Oral,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O
754,penicillin g,1,Intravenous,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
755,penicillin v,0,Oral,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
756,pentazocine,0,Intravenous,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O
757,pentostatin,1,Intravenous,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
758,perphenazine,1,Oral,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
759,phenelzine,1,Oral,C1=CC=C(C=C1)CCNN,C1=CC=C(C=C1)CCNN
760,ephedrine,0,Intravenous,CC(C(C1=CC=CC=C1)O)NC,CC(C(C1=CC=CC=C1)O)NC
761,pimozide,0,Oral,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
762,pindolol,0,Oral,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
763,piperacillin,0,Intravenous,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
764,piroxicam,1,Oral,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
765,pirprofen,1,Oral,CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O,CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O
766,salsalate,1,Oral,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
768,probenecid,0,Oral,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
769,procainamide,1,Intravenous,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
770,propafenone,1,Oral,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
771,propranolol,0,Oral,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
772,propofol,1,Intravenous,CC(C)C1=C(C(=CC=C1)C(C)C)O,CC(C)C1=C(C(=CC=C1)C(C)C)O
773,pyrantel,0,Oral,CN1CCCN=C1C=CC2=CC=CS2,CN1CCCN=C1C=CC2=CC=CS2
774,pyrimethamine,1,Oral,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
775,quazepam,0,Oral,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
776,quinapril,1,Oral,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O
777,quinidine,1,Oral,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
778,ramipril,1,Oral,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
779,reserpine,0,Oral,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
780,ribavirin,0,Oral,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
781,riluzole,1,Oral,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
782,risperidone,1,Oral,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
783,ritonavir,1,Oral,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
784,saquinavir,1,Oral,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
785,selegiline,0,Oral,CC(CC1=CC=CC=C1)N(C)CC#C,CC(CC1=CC=CC=C1)N(C)CC#C
786,succimer,1,Oral,C(C(C(=O)O)S)(C(=O)O)S,C(C(C(=O)O)S)(C(=O)O)S
787,sumatriptan,0,Oral,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
788,temazepam,0,Oral,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
789,teniposide,1,Intravenous,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
790,terazosin,0,Oral,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
791,thiotepa,1,Intravenous,C1CN1P(=S)(N2CC2)N3CC3,C1CN1P(=S)(N2CC2)N3CC3
792,timolol,0,Oral,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
793,sulcotidil,1,Oral,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O
794,tolmetin,1,Oral,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
795,tolrestat,1,Oral,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC
796,topotecan,0,Oral,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
797,tramadol,0,Oral,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
798,trandolapril,1,Oral,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
799,tranylcypromine,1,Oral,C1C(C1N)C2=CC=CC=C2,C1C(C1N)C2=CC=CC=C2
800,trazodone,1,Oral,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
801,triamterene,1,Oral,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
802,triazolam,0,Oral,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
803,trihexyphenidyl,0,Oral,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
804,trimethobenzamide,0,Oral,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
805,trimethoprim,1,Oral,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
806,fenclozic acid,1,Oral,C1=CC(=CC=C1C2=NC(=CS2)CC(=O)O)Cl,C1=CC(=CC=C1C2=NC(=CS2)CC(=O)O)Cl
807,ebrotidine,1,Oral,C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br,C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br
808,aceclofenac,1,Oral,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
809,nitrefazole,1,Oral,CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
810,valaciclovir,1,Oral,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N
811,valsartan,1,Oral,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
812,tetrabamate,1,Oral,CCCCCOC(CN1C(=O)C(C(=O)N(C1=O)CC(COCCCC)OC(=O)N)(CC)C2=CC=CC=C2)OC(=O)N.CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N.CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,CCCCCOC(CN1C(=O)C(C(=O)N(C1=O)CC(COCCCC)OC(=O)N)(CC)C2=CC=CC=C2)OC(=O)N
813,vincristine,1,Intravenous,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
814,xenazoic acid,1,Oral,CCOC(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)NC3=CC=C(C=C3)C(=O)O,CCOC(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)NC3=CC=C(C=C3)C(=O)O
815,zafirlukast,1,Oral,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
816,falnidamol ,1,Oral,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl
817,zimelidine,1,Oral,CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2,CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2
818,caffeine,0,Intravenous,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
819,capreomycin,0,Intravenous,CC1C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCN=C(N2)N)CNC(=O)CC(CCCN)N.C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N
820,lidocaine,0,Oral,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
821,memantine,1,Oral,CC12CC3CC(C1)(CC(C3)(C2)N)C,CC12CC3CC(C1)(CC(C3)(C2)N)C
822,pamidronate,0,Intravenous,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
823,quinine,1,Oral,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
824,rosuvastatin,1,Oral,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
825,sulfamethizole,1,Oral,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
826,telithromycin,1,Oral,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C
827,entacapone,1,Oral,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
828,valdecoxib,1,Oral,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
829,dexpanthenol,0,Intravenous,CC(C)(CO)C(C(=O)NCCCO)O,CC(C)(CO)C(C(=O)NCCCO)O
830,scopolamine,0,Intravenous,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
831,pyridoxine,0,Intravenous,CC1=NC=C(C(=C1O)CO)CO,CC1=NC=C(C(=C1O)CO)CO
832,thiamine,0,Intravenous,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
833,cyanocobalamin,0,Subcutaneous,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O
834,cromoglicate,1,Oral,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O
835,montelukast,1,Oral,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
836,moxifloxacin,1,Oral,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
837,vitamin c,0,Intravenous,C(C(C1C(=C(C(=O)O1)O)O)O)O,C(C(C1C(=C(C(=O)O1)O)O)O)O
838,sorbitol,0,Oral,C(C(C(C(C(CO)O)O)O)O)O,C(C(C(C(C(CO)O)O)O)O)O
839,capecitabine,0,Oral,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
840,leuprolide,1,Subcutaneous,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
841,eletriptan,0,Oral,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
842,hydroxychloroquine,1,Oral,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
843,ximelagatran,1,Oral,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N
844,duloxetine,1,Oral,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
845,carisoprodol,0,Oral,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,CCCC(C)(COC(=O)N)COC(=O)NC(C)C
846,dicloxacillin,1,Oral,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
847,metolazone,0,Oral,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
848,pamabrom,0,Oral,CC(C)(CO)N.CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br
849,dextromethorphan,0,Oral,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
851,paromomycin,0,Oral,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
852,telmisartan,1,Oral,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
854,amiloride,1,Oral,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
855,methysergide,0,Oral,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
856,methylergonovine,0,Oral,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
857,brompheniramine,0,Oral,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
858,l-arginine,0,Intravenous,C(CC(C(=O)O)N)CN=C(N)N,C(CC(C(=O)O)N)CN=C(N)N
859,pyridostigmine,0,Oral,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
860,phenoxybenzamine,0,Oral,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
861,oxybutynin,0,Oral,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
862,orphenadrine,0,Oral,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
863,loperamide,0,Oral,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
864,isoxsuprine,0,Oral,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O
865,glafenine,1,Oral,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
866,acetylcholine chloride,0,Oral,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)OCC[N+](C)(C)C
867,amphetamine,1,Oral,CC(CC1=CC=CC=C1)N,CC(CC1=CC=CC=C1)N
868,mepazine,1,Oral,CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42
869,nandrolone decanoate,1,Intramuscular,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
870,auranofin,1,Oral,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C
872,betaine,0,Oral,C[N+](C)(C)CC(=O)[O-],C[N+](C)(C)CC(=O)[O-]
